,doi,file,r32,r36,r40,result,success
2174,doi:10.7910/DVN/UQOMMF,rep4.R,Error in View(median.favor.10ptsmore.fp) : X11 dataentry cannot be loaded,Error in View(median.favor.10ptsmore.fp) : X11 dataentry cannot be loaded,Error in View(median.favor.10ptsmore.fp) : X11 dataentry cannot be loaded,Error in View(median.favor.10ptsmore.fp) : X11 dataentry cannot be loaded,0.0
2175,doi:10.7910/DVN/UQOMMF,repB.R,success,success,success,success,1.0
2176,doi:10.7910/DVN/VC4EXB,replication.R,success,success,success,success,1.0
2177,doi:10.7910/DVN/5D4UAY,R_replication_figures_final.R,"Error in eval(expr, envir, enclos) :   could not find function 'pdata.frame'","Error in pdata.frame(fe, index = c('fips', 'year'), row.names = TRUE,  :   could not find function 'pdata.frame'",,,
2178,doi:10.7910/DVN/5D4UAY,unknown,time limit exceeded,,time limit exceeded,,
2179,doi:10.7910/DVN/HQKQCQ,did_function.R,"Error in eval(expr, envir, enclos) : object 'conj.dta' not found","Error in eval(ei, envir) : object 'conj.dta' not found","Error in eval(ei, envir) : object 'conj.dta' not found","Error in eval(ei, envir) : object 'conj.dta' not found",0.0
2180,doi:10.7910/DVN/HQKQCQ,jop_replication_dataverse2.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
2181,doi:10.7910/DVN/HQKQCQ,pred.function.R,success,success,success,success,1.0
2182,doi:10.7910/DVN/HQKQCQ,reg.results.function.R,success,success,success,success,1.0
2183,doi:10.7910/DVN/CKCTJS,Daughter_Analysis_Bart_Figure4.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
2184,doi:10.7910/DVN/CKCTJS,Daughter_Analysis_Bart_FigureS2_TableS8.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
2185,doi:10.7910/DVN/CKCTJS,Daughter_Bart_Data Setup.R,Error in read.dta('daughter_analytic_bart.dta') :   unable to open file: 'No such file or directory',Error in read.dta('daughter_analytic_bart.dta') :   unable to open file: 'No such file or directory',Error in read.dta('daughter_analytic_bart.dta') :   unable to open file: 'No such file or directory',Error in read.dta('daughter_analytic_bart.dta') :   unable to open file: 'No such file or directory',0.0
2186,doi:10.7910/DVN/CKCTJS,Daughter_Figure23.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
2187,doi:10.7910/DVN/CKCTJS,Daughter_FigureS1_SEI.R,"Error in file(file, 'rt') : cannot open the connection",Error in makeRestartList(...) : reached elapsed time limit,,,
2188,doi:10.7910/DVN/CKCTJS,Daughter_FigureS3_KGSS.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",,,
2189,doi:10.7910/DVN/IM4UE3,DarkFutureReplicationDistribution-RCode.R,"Error in eval(expr, envir, enclos) : could not find function 'zelig'",Error in makeRestartList(...) : reached elapsed time limit,,,
2190,doi:10.7910/DVN/RAMHWP,10_fig_summary_graph_type_general.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
2191,doi:10.7910/DVN/RAMHWP,11_fig_wa_meta_plot_turnout.R,"Error in eval(expr, envir, enclos) : could not find function 'rma.mv'","Error in pdf('../figures/forest_wa_turnout_interaction.pdf', width = 10,  :   cannot open file '../figures/forest_wa_turnout_interaction.pdf'","Error in pdf('../figures/forest_wa_turnout_interaction.pdf', width = 10,  :   cannot open file '../figures/forest_wa_turnout_interaction.pdf'","Error in pdf('../figures/forest_wa_turnout_interaction.pdf', width = 10,  :   cannot open file '../figures/forest_wa_turnout_interaction.pdf'",0.0
2192,doi:10.7910/DVN/RAMHWP,12_generate_recall_fig.R,"Error in eval(expr, envir, enclos) : could not find function 'latex'",Error in makeRestartList(...) : reached elapsed time limit,,,
2193,doi:10.7910/DVN/RAMHWP,13_effects_by_pid.R,"Error in cl(lm.obj.covars, data$hh_id) :   could not find function 'coeftest'","Error in coeftest(fm, vcovCL) : could not find function 'coeftest'",,,
2194,doi:10.7910/DVN/RAMHWP,3_create_master_sheet_output.R,"Error in cl(lm.obj.covars, data$hh_id) :   could not find function 'coeftest'",success,,success,1.0
2195,doi:10.7910/DVN/RAMHWP,4_meta_analysis_code.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",,,
2196,doi:10.7910/DVN/RAMHWP,5_wa_meta_plot_with_lit.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",,,
2197,doi:10.7910/DVN/RAMHWP,6_meta_analysis_code_issue.R,"Error in rename(data, CACE = CACE..in.pp., SE = SE..in.pp.) :   unused arguments (CACE = CACE..in.pp., SE = SE..in.pp.)","Error in rename(data, CACE = CACE..in.pp., SE = SE..in.pp.) :   unused arguments (CACE = CACE..in.pp., SE = SE..in.pp.)",,,
2198,doi:10.7910/DVN/RAMHWP,7_fig_wa_meta_plots.R,"Error in eval(expr, envir, enclos) : could not find function 'rma.mv'","Error in pdf('../figures/forest_wa_late.pdf', width = 10, height = 6) :   cannot open file '../figures/forest_wa_late.pdf'",,,
2199,doi:10.7910/DVN/RAMHWP,8_fig_early_late_newSample_graphs.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",,,
2200,doi:10.7910/DVN/RAMHWP,balance_function.R,success,success,,success,1.0
2201,doi:10.7910/DVN/RAMHWP,balance_functionGOTV.R,success,success,,success,1.0
2202,doi:10.7910/DVN/RAMHWP,count_function.R,success,success,,success,1.0
2203,doi:10.7910/DVN/RAMHWP,representativeness_function.R,success,success,,success,1.0
2204,doi:10.7910/DVN/RAMHWP,representativeness_functionGOTV.R,"Error in paste0(before, x, after) : reached elapsed time limit",success,,success,1.0
2205,doi:10.7910/DVN/RAMHWP,results_table_function.R,success,success,,success,1.0
2206,doi:10.7910/DVN/P3HJGS,afd-fanpage-replication.R,"Error in gsub(.standard_regexps()$valid_package_version, '', basename(pkg)) :   reached elapsed time limit",Error in theme_tufte() : could not find function 'theme_tufte',Error in theme_tufte() : could not find function 'theme_tufte',Error in theme_tufte() : could not find function 'theme_tufte',0.0
2207,doi:10.7910/DVN/D5DEHM,create-analysis-data.R,"Error in eval(expr, envir, enclos) : could not find function 'summaryBy'","Error in summaryBy(female ~ state + year + party, data = raw, FUN = sum,  :   could not find function 'summaryBy'",,,
2208,doi:10.7910/DVN/D5DEHM,unknown,time limit exceeded,,time limit exceeded,,
2209,doi:10.7910/DVN/BCQM3Y,replication.R,"Error in eval(expr, envir, enclos) : could not find function 'truthTable'","Error in truthTable(LIP, outcome = 'S', incl.cut1 = 0.8, show.cases = TRUE,  :   could not find function 'truthTable'","Error in truthTable(LIP, outcome = 'S', incl.cut1 = 0.8, show.cases = TRUE,  :   could not find function 'truthTable'","Error in truthTable(LIP, outcome = 'S', incl.cut1 = 0.8, show.cases = TRUE,  :   could not find function 'truthTable'",0.0
2210,doi:10.7910/DVN/7K3RJC,geography_barplots.r,"Error in eval(expr, envir, enclos) : could not find function 'read_excel'",Error : `path` does not exist: './Data_maps.xlsx',Error : `path` does not exist: './Data_maps.xlsx',Error : `path` does not exist: './Data_maps.xlsx',0.0
2211,doi:10.7910/DVN/7K3RJC,unknown,time limit exceeded,,,,
2212,doi:10.7910/DVN/KH9N7W,analysis.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
2213,doi:10.7910/DVN/KH9N7W,analysis_appendix.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
2214,doi:10.7910/DVN/KH9N7W,compile_data.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
2215,doi:10.7910/DVN/LJN4BO,Hansen_Tyner_R_Replication_Code.R,"Error in file(file, 'rt') : cannot open the connection",Error in makeRestartList(...) : reached elapsed time limit,,,
2216,doi:10.7910/DVN/FRBXQW,helper.functions.R,success,success,success,success,1.0
2217,doi:10.7910/DVN/FRBXQW,main_study_replication.R,"Error in .makeMessage(..., domain = domain) : reached elapsed time limit",Error in makeRestartList(...) : reached elapsed time limit,Error in makeRestartList(...) : reached elapsed time limit,Error in makeRestartList(...) : reached elapsed time limit,0.0
2218,doi:10.7910/DVN/AJBJPM,DEP_RUN_analysis_figure.R,"Error in FUN(X[[i]], ...) : there is no package called 'rio'","Error in FUN(X[[i]], ...) : there is no package called 'rio'","Error in FUN(X[[i]], ...) : there is no package called 'rio'","Error in FUN(X[[i]], ...) : there is no package called 'rio'",0.0
2219,doi:10.7910/DVN/AJBJPM,DEP_RUN_random_peer.R,"Error in FUN(X[[i]], ...) : there is no package called 'rio'","Error in FUN(X[[i]], ...) : there is no package called 'rio'","Error in FUN(X[[i]], ...) : there is no package called 'rio'","Error in FUN(X[[i]], ...) : there is no package called 'rio'",0.0
2220,doi:10.7910/DVN/INUMDT,ESS-merged-BJPS.R,Error in detach(ESS.merged0812) : object 'ESS.merged0812' not found,Error in detach(ESS.merged0812) : object 'ESS.merged0812' not found,Error in detach(ESS.merged0812) : object 'ESS.merged0812' not found,Error in detach(ESS.merged0812) : object 'ESS.merged0812' not found,0.0
2221,doi:10.7910/DVN/INUMDT,ITA-SurveyExp-BJPS.R,Error in detach(ITA.survey) : object 'ITA.survey' not found,Error in detach(ITA.survey) : object 'ITA.survey' not found,Error in detach(ITA.survey) : object 'ITA.survey' not found,Error in detach(ITA.survey) : object 'ITA.survey' not found,0.0
2222,doi:10.7910/DVN/QQBARG,petersonsimonovits-analysis.R,"Error in robust.se(model, clustervar) :   could not find function 'coeftest'",Error in makeRestartList(...) : reached elapsed time limit,,,
2223,doi:10.7910/DVN/UNIGJT,ChaudoinWilf_Replication_Final.R,"Error in aggregate.data.frame(mf[1L], mf[-1L], FUN = FUN, ...) :   no rows to aggregate","Error in aggregate.data.frame(mf[1L], mf[-1L], FUN = FUN, ...) :   no rows to aggregate","Error in aggregate.data.frame(lhs, mf[-1L], FUN = FUN, ...) :   no rows to aggregate","Error in aggregate.data.frame(mf[1L], mf[-1L], FUN = FUN, ...) :   no rows to aggregate",0.0
2224,doi:10.7910/DVN/AYXQIJ,create_appendix.R,"Error in type.convert(data[[i]], as.is = as.is[i], dec = dec, numerals = numerals,  :   invalid multibyte string at '<b3>s<a6><bf><bf><a4><ab>n<ac><f1><b6>m<a4><b6><b9>ا<f8>'","Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<b3>s<a6><bf><bf><a4><ab>n<ac><f1><b6>m<a4><b6><b9>ا<f8>'","Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<b3>s<a6><bf><bf><a4><ab>n<ac><f1><b6>m<a4><b6><b9>ا<f8>'","Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<b3>s<a6><bf><bf><a4><ab>n<ac><f1><b6>m<a4><b6><b9>ا<f8>'",0.0
2225,doi:10.7910/DVN/OXIOI9,replication-file.R,"Error in eval(expr, envir, enclos) : could not find function 'makeDesign'","Error in makeDesign(type = 'constraints', attribute.levels = attribute_list) :   could not find function 'makeDesign'",,,
2226,doi:10.7910/DVN/Z7DN56,Functions.R,success,success,success,success,1.0
2227,doi:10.7910/DVN/CKLJL3,Data Cleaning & Splitting.R,"Error in eval(expr, envir, enclos) :   could not find function 'xmlToDataFrame'","Error in xmlToDataFrame('California Stage 2 - SV & QV Data/Raw Data/California_MTurk__SV__QV_Stage_2.xml',  :   could not find function 'xmlToDataFrame'","Error in xmlToDataFrame('California Stage 2 - SV & QV Data/Raw Data/California_MTurk__SV__QV_Stage_2.xml',  :   could not find function 'xmlToDataFrame'","Error in xmlToDataFrame('California Stage 2 - SV & QV Data/Raw Data/California_MTurk__SV__QV_Stage_2.xml',  :   could not find function 'xmlToDataFrame'",0.0
2228,doi:10.7910/DVN/CKLJL3,Gini Coefficients for SV and QV.R,"Error in eval(expr, envir, enclos) :   object 'Ref1_BilingualEduc' not found","Error in Gini(SV_IndivUtility_NSV, corr = FALSE) :   could not find function 'Gini'","Error in Gini(SV_IndivUtility_NSV, corr = FALSE) :   could not find function 'Gini'","Error in Gini(SV_IndivUtility_NSV, corr = FALSE) :   could not find function 'Gini'",0.0
2229,doi:10.7910/DVN/CKLJL3,Population Summary (SV & QV Combined).R,"Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection","Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection","Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection","Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection",0.0
2230,doi:10.7910/DVN/CKLJL3,Preference Recode.R,"Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection","Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection","Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection","Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection",0.0
2231,doi:10.7910/DVN/CKLJL3,QV StratProb Simulation (MLE).R,"Error in eval(expr, envir, enclos) : could not find function 'nmkb'","Error in combinations(r = 1, n = 4, v = RefList) :   could not find function 'combinations'","Error in combinations(r = 1, n = 4, v = RefList) :   could not find function 'combinations'","Error in combinations(r = 1, n = 4, v = RefList) :   could not find function 'combinations'",0.0
2232,doi:10.7910/DVN/CKLJL3,QV Welfare Sim Plots - Inequality.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
2233,doi:10.7910/DVN/CKLJL3,QV Welfare Sim Plots - Welfare.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
