,doi,success,publicationDate,publisher,subject,type,name
657,doi:10.7910/DVN/FZHJUM,1.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
658,doi:10.7910/DVN/FZI6NO,,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
659,doi:10.7910/DVN/FZKUGL,1.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
660,doi:10.7910/DVN/G0HJLV,,2019,ESD_GouldUrpelainen_EduationAttitudesLPG,Social Sciences,RESEARCH_PROJECTS,Dataverse and Replication Code: The Role of Education and Attitudes in Cooking Fuel Choice: Evidence from two states in India
661,doi:10.7910/DVN/G2RADZ,1.0,2019,zucco,Social Sciences,UNCATEGORIZED,Cesar Zucco Dataverse
662,doi:10.7910/DVN/G3BKWG,,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
663,doi:10.7910/DVN/G3WF1H,0.0,2016,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
664,doi:10.7910/DVN/G3YJXY,1.0,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
665,doi:10.7910/DVN/G4SZXG,0.0,2016,FPA,Social Sciences,JOURNALS,Foreign Policy Analysis Dataverse
666,doi:10.7910/DVN/G76EDS,,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
667,doi:10.7910/DVN/G7EOGT,0.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
668,doi:10.7910/DVN/G8AF5G,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
669,doi:10.7910/DVN/G9NOQO,,2016,bullock,Social Sciences,RESEARCHERS,John Bullock Dataverse
670,doi:10.7910/DVN/GA0X38,1.0,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
671,doi:10.7910/DVN/GAASQW,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
672,doi:10.7910/DVN/GB0OA1,,2019,ad-anacarolina-costa,Social Sciences,RESEARCHERS,anacarolina-costa-ad-trabalho-final-ufpe-2019
673,doi:10.7910/DVN/GBNGDF,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
674,doi:10.7910/DVN/GBRVWY,,2020,timothyfraser,Social Sciences,RESEARCHERS,Timothy Fraser Dataverse
675,doi:10.7910/DVN/GBZZXL,,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
676,doi:10.7910/DVN/GCBZXY,0.0,2016,zsqac,Social Sciences,RESEARCHERS,sz2491_Brenda Dataverse
677,doi:10.7910/DVN/GCOLDC,1.0,2020,harvard,Other;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
678,doi:10.7910/DVN/GDZTK8,1.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
679,doi:10.7910/DVN/GF65E4,0.0,2020,bengelsma,Social Sciences,RESEARCHERS,Brian Engelsma's Dataverse
680,doi:10.7910/DVN/GHXJYL,0.0,2018,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
681,doi:10.7910/DVN/GIJBUU,,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
682,doi:10.7910/DVN/GITJQ4,0.0,2017,cycdennis,Earth and Environmental Sciences;Social Sciences,RESEARCHERS,Chao-yo Cheng Dataverse
683,doi:10.7910/DVN/GIYFMV,1.0,2016,harvard,Arts and Humanities;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
684,doi:10.7910/DVN/GJIBCB,0.0,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
685,doi:10.7910/DVN/GJIRV0,0.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
686,doi:10.7910/DVN/GJLYGI,0.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
687,doi:10.7910/DVN/GJTFKQ,,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
688,doi:10.7910/DVN/GKW5Q5,,2019,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
689,doi:10.7910/DVN/GL2WN8,0.0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
690,doi:10.7910/DVN/GLEY3J,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
691,doi:10.7910/DVN/GLFP8L,0.0,2018,cqs,Social Sciences,UNCATEGORIZED,Carsten Q. Schneider Dataverse
692,doi:10.7910/DVN/GMWOY6,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
693,doi:10.7910/DVN/GNCDZR,1.0,2019,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
694,doi:10.7910/DVN/GOB7NW,1.0,2019,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
695,doi:10.7910/DVN/GOGH2L,0.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
696,doi:10.7910/DVN/GOLMTC,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
697,doi:10.7910/DVN/GOSVG6,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
698,doi:10.7910/DVN/GOWSAQ,0.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
699,doi:10.7910/DVN/GOYSFK,0.0,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
700,doi:10.7910/DVN/GQK9MC,1.0,2017,bk,Social Sciences,RESEARCHERS,Byungkyu Lee Dataverse
701,doi:10.7910/DVN/GQQUQU,0.0,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
702,doi:10.7910/DVN/GS3IKP,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
703,doi:10.7910/DVN/GS8IFM,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
704,doi:10.7910/DVN/GSBOEU,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
705,doi:10.7910/DVN/GSDZNV,1.0,2020,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
706,doi:10.7910/DVN/GSMBFX,,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
707,doi:10.7910/DVN/GSY2TA,1.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
708,doi:10.7910/DVN/GT6EJJ,,2015,mbuntaine,Earth and Environmental Sciences;Social Sciences,RESEARCHERS,Mark Buntaine Dataverse
709,doi:10.7910/DVN/GTFAQW,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
710,doi:10.7910/DVN/GTSXC1,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
711,doi:10.7910/DVN/GUAFU0,,2020,kpeyton,Medicine; Health and Life Sciences,RESEARCHERS,Kyle Peyton's Dataverse
712,doi:10.7910/DVN/GUATS6,,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
713,doi:10.7910/DVN/GUAY8P,0.0,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
714,doi:10.7910/DVN/GVEKYP,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
715,doi:10.7910/DVN/GXX1TS,0.0,2019,borbademiranda,Social Sciences,RESEARCH_PROJECTS,Lucas Borba Dataverse
716,doi:10.7910/DVN/GXXKU0,0.0,2020,kadeem-gilbert,Medicine; Health and Life Sciences;Other,RESEARCHERS,Kadeem Gilbert Dataverse
717,doi:10.7910/DVN/GY8PXP,0.0,2020,sliao,Social Sciences,RESEARCHERS,Steven Liao Dataverse
718,doi:10.7910/DVN/GYIS2O,1.0,2019,govdept,Law;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard University Department of Government Dissertations Dataverse
719,doi:10.7910/DVN/GYMPE7,0.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
720,doi:10.7910/DVN/GYNPF8,0.0,2019,harvard,Earth and Environmental Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
721,doi:10.7910/DVN/GYY3H5,1.0,2016,registration,Social Sciences,UNCATEGORIZED,Political Science Registered Studies Dataverse
722,doi:10.7910/DVN/GZH5L9,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
723,doi:10.7910/DVN/GZRCCJ,,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
724,doi:10.7910/DVN/H11ITR,1.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
725,doi:10.7910/DVN/H13U6G,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
726,doi:10.7910/DVN/H1CCWM,0.0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
727,doi:10.7910/DVN/H6RZA7,,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
728,doi:10.7910/DVN/H7QR3Q,,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
729,doi:10.7910/DVN/H9X2AB,,2019,pan,Computer and Information Science;Mathematical Sciences;Social Sciences,JOURNALS,Political Analysis Dataverse
730,doi:10.7910/DVN/HAU0EX,1.0,2016,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
731,doi:10.7910/DVN/HCJ6OM,,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
732,doi:10.7910/DVN/HCSQBD,0.0,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
733,doi:10.7910/DVN/HD7UUU,,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
734,doi:10.7910/DVN/HDGUDZ,1.0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
735,doi:10.7910/DVN/HDREIJ,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
736,doi:10.7910/DVN/HDZEOP,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
737,doi:10.7910/DVN/HEGV1N,0.0,2018,laronwilliams,Social Sciences,RESEARCHERS,Laron Williams' Dataverse
738,doi:10.7910/DVN/HER2YX,,2018,tylerreny,Social Sciences,RESEARCHERS,Tyler Reny Dataverse
739,doi:10.7910/DVN/HETS9K,0.0,2016,djmallinson,Social Sciences,RESEARCHERS,Daniel J Mallinson Dataverse
740,doi:10.7910/DVN/HFIV1A,,2017,Mr_DLib,Computer and Information Science,RESEARCH_PROJECTS,Mr. DLib Dataverse
741,doi:10.7910/DVN/HG0YSS,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
742,doi:10.7910/DVN/HGIHGC,,2020,harvard,Business and Management;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
743,doi:10.7910/DVN/HHMXU3,0.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
744,doi:10.7910/DVN/HHWL1K,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
745,doi:10.7910/DVN/HI1X4O,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
746,doi:10.7910/DVN/HIIMRK,0.0,2019,turning-out-but-not-voting,Social Sciences,RESEARCHERS,Jakub Lysek
747,doi:10.7910/DVN/HIQ4BV,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
748,doi:10.7910/DVN/HJ10XP,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
749,doi:10.7910/DVN/HJ4KH7,1.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
750,doi:10.7910/DVN/HJF8UO,0.0,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
751,doi:10.7910/DVN/HJSQNL,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
752,doi:10.7910/DVN/HJZSIM,,2019,zucco,Social Sciences,UNCATEGORIZED,Cesar Zucco Dataverse
753,doi:10.7910/DVN/HKDFTY,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
754,doi:10.7910/DVN/HKURUI,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
755,doi:10.7910/DVN/HL8HCA,0.0,2018,deliberativeminipublics,Social Sciences,RESEARCH_PROJECTS,Effects of Deliberative Minipublics on Public Opinion
756,doi:10.7910/DVN/HLAGNR,,2019,zucco,Social Sciences,UNCATEGORIZED,Cesar Zucco Dataverse
757,doi:10.7910/DVN/HMGNSP,,2018,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
758,doi:10.7910/DVN/HMI4WY,1.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
759,doi:10.7910/DVN/HMVALS,1.0,2018,cjip,Social Sciences,JOURNALS,The Chinese Journal of International Politics Dataverse
760,doi:10.7910/DVN/HNFYY0,,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
761,doi:10.7910/DVN/HOH1F0,1.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
762,doi:10.7910/DVN/HPB1CA,,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
763,doi:10.7910/DVN/HPMEVO,,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
764,doi:10.7910/DVN/HQBRHO,0.0,2018,FPA,Social Sciences,JOURNALS,Foreign Policy Analysis Dataverse
765,doi:10.7910/DVN/HQKQCQ,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
766,doi:10.7910/DVN/HQZOOB,1.0,2017,ironworks,Chemistry;Earth and Environmental Sciences;Other;Social Sciences,RESEARCHERS,IRONWORKS Dataverse
767,doi:10.7910/DVN/HREANC,,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
768,doi:10.7910/DVN/HRLHA4,,2016,pan,Mathematical Sciences;Social Sciences,JOURNALS,Political Analysis Dataverse
769,doi:10.7910/DVN/HS9HW3,,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
770,doi:10.7910/DVN/HSCUNB,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
771,doi:10.7910/DVN/HT1WSA,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
772,doi:10.7910/DVN/HTMX3K,,2020,ajps,Mathematical Sciences;Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
773,doi:10.7910/DVN/HUEPQJ,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
774,doi:10.7910/DVN/HUKSID,0.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
775,doi:10.7910/DVN/HUZ1CD,,2019,ilundberg,Social Sciences,RESEARCHERS,Ian Lundberg Dataverse
776,doi:10.7910/DVN/HUZGPJ,0.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
777,doi:10.7910/DVN/HVKKHL,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
778,doi:10.7910/DVN/HVRCKM,0.0,2020,agendaseeding,Social Sciences,RESEARCHERS,"Dataverse for: Agenda Seeding: How 1960s Black Protests Moved Elites, Public Opinion and Voting"
779,doi:10.7910/DVN/HWH5YN,1.0,2016,rdarps,Social Sciences,RESEARCHERS,Brandon de la Cuesta Dataverse
780,doi:10.7910/DVN/HWLW0J,0.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
781,doi:10.7910/DVN/HXHL97,1.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
782,doi:10.7910/DVN/HXNVTQ,0.0,2017,samharper,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Sam Harper Dataverse
783,doi:10.7910/DVN/HYOWFW,1.0,2017,Rodrigues-Silveira,Social Sciences,RESEARCHERS,Rodrigues-Silveira Dataverse
784,doi:10.7910/DVN/HZNJRU,1.0,2019,harvard,Arts and Humanities;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
785,doi:10.7910/DVN/HZTTY8,1.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
786,doi:10.7910/DVN/I0VEMG,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
787,doi:10.7910/DVN/I2CZQY,0.0,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
788,doi:10.7910/DVN/I42PPJ,0.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
789,doi:10.7910/DVN/I57L3O,0.0,2019,martinhuber,Social Sciences,RESEARCHERS,Martin Huber
790,doi:10.7910/DVN/I6DUQY,0.0,2018,laronwilliams,Social Sciences,RESEARCHERS,Laron Williams' Dataverse
791,doi:10.7910/DVN/I8XQPM,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
792,doi:10.7910/DVN/I8YHPT,,2018,tpmnewsletter,Social Sciences,JOURNALS,The Political Methodologist Dataverse
793,doi:10.7910/DVN/I9GCXV,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
794,doi:10.7910/DVN/IBK1LH,,2018,mattingram,Computer and Information Science;Mathematical Sciences;Social Sciences,RESEARCHERS,Matthew C. Ingram
795,doi:10.7910/DVN/IBKYRX,0.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
796,doi:10.7910/DVN/ICBCM2,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
797,doi:10.7910/DVN/IDBNZC,0.0,2019,state_networks,Social Sciences,RESEARCH_PROJECTS,State Donation Networks Dataverse
798,doi:10.7910/DVN/IEX6BE,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
799,doi:10.7910/DVN/IFR1FC,,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
800,doi:10.7910/DVN/IFZXDG,0.0,2018,pltjmms,Other;Physics,RESEARCHERS,Replication Data for: Factor Analysis by R Programming to Assess Variability Among Environmental Determinants of the Mariana Trench
801,doi:10.7910/DVN/IGDKXP,0.0,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
802,doi:10.7910/DVN/IGLWYD,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
803,doi:10.7910/DVN/IGYXEF,1.0,2019,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
804,doi:10.7910/DVN/II7FGU,0.0,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
805,doi:10.7910/DVN/IILJ4B,0.0,2020,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
806,doi:10.7910/DVN/IIYGGX,1.0,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
807,doi:10.7910/DVN/IIYY15,,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
808,doi:10.7910/DVN/IJ2OQJ,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
809,doi:10.7910/DVN/IJEWYV,0.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
810,doi:10.7910/DVN/IJKAUR,,2018,alkon,Agricultural Sciences;Earth and Environmental Sciences;Social Sciences,RESEARCHERS,Meir Alkon Dataverse
811,doi:10.7910/DVN/IJNZWK,0.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
812,doi:10.7910/DVN/IK3DGT,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
813,doi:10.7910/DVN/IKDTPZ,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
814,doi:10.7910/DVN/IKM2A4,,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
815,doi:10.7910/DVN/IKVXOM,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
816,doi:10.7910/DVN/IM4UE3,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
817,doi:10.7910/DVN/INCJ3I,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
818,doi:10.7910/DVN/INR9AQ,,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
819,doi:10.7910/DVN/INVDWM,1.0,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
820,doi:10.7910/DVN/IOPELZ,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
821,doi:10.7910/DVN/IS2KTU,0.0,2018,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
822,doi:10.7910/DVN/ISEJMI,1.0,2020,ahlquist,Business and Management;Social Sciences,RESEARCHERS,John Ahlquist Dataverse
823,doi:10.7910/DVN/ITYDK1,0.0,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
824,doi:10.7910/DVN/IUB62M,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
825,doi:10.7910/DVN/IUG9LC,0.0,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
826,doi:10.7910/DVN/IUXG2I,1.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
827,doi:10.7910/DVN/IVPBRF,0.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
828,doi:10.7910/DVN/IWMH4T,0.0,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
829,doi:10.7910/DVN/IX6PBW,,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
830,doi:10.7910/DVN/IY9B1T,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
831,doi:10.7910/DVN/IYAX3D,0.0,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
832,doi:10.7910/DVN/IYBIUP,,2020,areeves,Social Sciences,UNCATEGORIZED,Andrew Reeves Dataverse
833,doi:10.7910/DVN/IZWWBC,1.0,2015,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
834,doi:10.7910/DVN/J0G6K3,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
835,doi:10.7910/DVN/J0GBTX,1.0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
836,doi:10.7910/DVN/J0VEYF,1.0,2017,facebook,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Facebook Dataverse
837,doi:10.7910/DVN/J2NDPP,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
838,doi:10.7910/DVN/J2YRUN,0.0,2017,kbanda,Social Sciences,RESEARCHERS,Kevin K. Banda Dataverse
839,doi:10.7910/DVN/J3DGWA,,2018,tylerreny,Social Sciences,RESEARCHERS,Tyler Reny Dataverse
840,doi:10.7910/DVN/J4MKWF,,2019,kbanda,Social Sciences,RESEARCHERS,Kevin K. Banda Dataverse
841,doi:10.7910/DVN/J4WZGT,0.0,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
842,doi:10.7910/DVN/J5GCZQ,0.0,2019,DJHOPKINS,Social Sciences,RESEARCHERS,Daniel J. Hopkins Dataverse
