doi:10.7910/DVN/XFQZI2	Condemnation.R	Error in read.dta13('Condemnation.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/JV2PQS	match.R	Error in matchit(BIT_lead_sign ~ polity + growth + logpop + logrealgdppc +  :   could not find function 'matchit'
doi:10.7910/DVN/NLMJIP	analysis.r	Error in file(file, 'rt', encoding = fileEncoding) :   cannot open the connection
doi:10.7910/DVN/SWFNQE	Nathan2019_maintext.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/SWFNQE	unknown	time limit exceeded
doi:10.7910/DVN/YQ2HFG	Ch2_Rcode.R	success
doi:10.7910/DVN/YQ2HFG	Ch4_Rcode.R	not authorized
doi:10.7910/DVN/9HKISQ	BJPSReplicationCode.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/LZPEQT	APSA_prediction.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/LZPEQT	aspiration_variable.R	Error in WDI(country = 'all', indicator = 'NY.GDP.MKTP.KD', start = 1950,  :   `start` must be equal to or greater than 1960
doi:10.7910/DVN/LZPEQT	baseModelReplication.r	Error in read.dta13('./nelda4b.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/LZPEQT	unknown	time limit exceeded
doi:10.7910/DVN/JZZIYU	unknown	time limit exceeded
doi:10.7910/DVN/YZRJWD	functions_script.R	success
doi:10.7910/DVN/G8AF5G	1 - Figures 1-3 and A2.R	Error in CVlm(data = gha.s, form.lm = formula(lnGovEmp ~ lnNL12sum), m = 10) :   could not find function 'CVlm'
doi:10.7910/DVN/G8AF5G	unknown	time limit exceeded
doi:10.7910/DVN/OMJYE5	1-dyad-sims-2015-02-23.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/OMJYE5	unknown	time limit exceeded
doi:10.7910/DVN/PSWLYR	Peixoto&etal_PB_GOTV_analysis.R	Error in pander(turnout.total.rounded) : could not find function 'pander'
doi:10.7910/DVN/O4BMLG	Appendix_Figure3.R	success
doi:10.7910/DVN/O4BMLG	Appendix_Figures1-2.R	success
doi:10.7910/DVN/O4BMLG	Appendix_Figures4-5.R	success
doi:10.7910/DVN/O4BMLG	Appendix_Tables2-8.R	Error in library(MSBVAR) : there is no package called 'MSBVAR'
doi:10.7910/DVN/O4BMLG	Manuscript_Figure1.R	success
doi:10.7910/DVN/O4BMLG	Manuscript_Figure2.R	success
doi:10.7910/DVN/4WNGEJ	CLM_appendix.R	success
doi:10.7910/DVN/4WNGEJ	CLM_estimate_CATEs.R	Error in tidy(lm_robust(Y_s ~ Z + Z_particularism, data = .)) :   could not find function 'tidy'
doi:10.7910/DVN/4WNGEJ	CLM_f_tests.R	Error in lm_robust(Y_s ~ Z * (Z_particularism + age_3 + pid_3) + sample *  :   could not find function 'lm_robust'
doi:10.7910/DVN/4WNGEJ	CLM_figures.R	Error in ggplot(scatter_df, aes(x = estimate_mt, y = estimate_original)) :   could not find function 'ggplot'
doi:10.7910/DVN/4WNGEJ	CLM_in_text_figures.R	success
doi:10.7910/DVN/4WNGEJ	CLM_study_labels.R	success
doi:10.7910/DVN/4WNGEJ	CLM_study_summaries.R	success
doi:10.7910/DVN/4WNGEJ	CLM_tables.R	Error in deming(estimate_original ~ estimate_mt, ystd = std.error_original,  :   could not find function 'deming'
doi:10.7910/DVN/SJBWC3	analysis_170413.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/SJBWC3	unknown	time limit exceeded
doi:10.7910/DVN/NUGAJB	Ch1 Introduction.R	not authorized
doi:10.7910/DVN/NUGAJB	Ch3 Data Analysis.R	success
doi:10.7910/DVN/NUGAJB	Ch4 Data Analysis.R	not authorized
doi:10.7910/DVN/GSMBFX	Replication_JOP_Park.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/7PZHF6	balance_table_UPP_noUPP.R	Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<aa> DP'
doi:10.7910/DVN/7PZHF6	buffer_100m_replication.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/7PZHF6	compare_public_micro.R	success
doi:10.7910/DVN/7PZHF6	disque_denuncia_analysis.R	Error in grid.Call(C_getEngineDLon) :   could not open file 'plots/plot_grid_new2.png'
doi:10.7910/DVN/7PZHF6	disque_denuncia_mapping_criminal.R	success
doi:10.7910/DVN/7PZHF6	main_tables_replication.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/O7BPYZ	appendix.r	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/O7BPYZ	unknown	time limit exceeded
doi:10.7910/DVN/QTWTFF	Replication01_Main.R	Error in is.factor(x) : object 'country_id' not found
doi:10.7910/DVN/QTWTFF	Replication02_Appendix.R	Error in is.factor(x) : object 'country_id' not found
doi:10.7910/DVN/HSCUNB	Syntax_TOPK.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QTOIQF	felm_loop.R	success
doi:10.7910/DVN/QTOIQF	figure_1.R	Error in as.data.table(.) : could not find function 'as.data.table'
doi:10.7910/DVN/QTOIQF	figure_2.R	Error in demeanlist(dyadDataUse[, diff_scaled_alt_1], dyadDataUse[, list(tot_sum_f)]) :   could not find function 'demeanlist'
doi:10.7910/DVN/QTOIQF	figure_a2.R	Error in demeanlist(dyadDataUse[, diff_scaled_alt_1], dyadDataUse[, list(tot_sum_f)]) :   could not find function 'demeanlist'
doi:10.7910/DVN/QTOIQF	figures_a1_a3_a4_tables_a1_a2.R	Error in as.data.table(.) : could not find function 'as.data.table'
doi:10.7910/DVN/QTOIQF	figures_b10_to_b19_b20_b21.R	Error in as.data.table(.) : could not find function 'as.data.table'
doi:10.7910/DVN/QTOIQF	figures_b1_to_b9_b18.R	Error in as.data.table(.) : could not find function 'as.data.table'
doi:10.7910/DVN/QTOIQF	figures_b22_b23.R	Error in as.data.table(.) : could not find function 'as.data.table'
doi:10.7910/DVN/QTOIQF	figures_c1_c2.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/QTOIQF	figures_d1_to_d3.R	Error in fread('./data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv') :   File './data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv' does not exist or is non-readable. getwd()=='/usr/workdir'
doi:10.7910/DVN/QTOIQF	figures_d4_to_d7.R	Error in fread('./data/analysisData/manual_lynching_coverage_clean.csv') :   File './data/analysisData/manual_lynching_coverage_clean.csv' does not exist or is non-readable. getwd()=='/usr/workdir'
doi:10.7910/DVN/QTOIQF	loess_cv.R	success
doi:10.7910/DVN/QTOIQF	main.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/QTOIQF	makeAllNewspaperData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeAllRailData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeContentAnalysisData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeCountyNetworkData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeCountyNetworkDeciles.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeCoverageAnalysisData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeCoverageData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeLynchingAnalysisData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeLynchingData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeMediaAccess.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeNetworkDyadData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeNetworkFullDyadData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeNetworks.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeNewspaperCountyCrosswalk.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeNewspaperDigitizationCrosswalk.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	makeUniquePublicationFips.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	make_directory.R	success
doi:10.7910/DVN/QTOIQF	prepareData.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	section_a2.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	table_1.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	table_2.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	table_3.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	tables_b1_to_b5_figures_b24_to_b27.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/QTOIQF	tables_d4_to_d10.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/CLOTQP	Replication01_Main.R	Error in rstan_options(auto_write = TRUE) :   could not find function 'rstan_options'
doi:10.7910/DVN/CLOTQP	Replication02_Appendix.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/JZZWER	01-create_data.R	Error in import('~/Google Drev/data/liss/b/avars_200905_EN_2.0p.dta') :   could not find function 'import'
doi:10.7910/DVN/JZZWER	02-analysis.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/7UBRAC	BeazerReuterJOPplots.R	Error in readOGR(dsn = 'RUSmap', layer = 'RUS_adm1') :   could not find function 'readOGR'
doi:10.7910/DVN/TX3VWP	unknown	time limit exceeded
doi:10.7910/DVN/FR73RE	fesenfeld_etal_food_conjoint_analysis_final.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/CNQUN3	CER_Elec_Analysis.R	Error in file.exists(extdata) : object 'extdata' not found
doi:10.7910/DVN/CNQUN3	CER_Elec_Analysis_Appendix.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/AB5XYQ	2019.11.25_script_1_Risk reduction.r	Error in eval(ei, envir) : object 'suwak_0_0_25' not found
doi:10.7910/DVN/WHUEZA	analysis.R	Error in cronbach(dfData[, c('qual_1', 'qual_2', 'qual_3', 'qual_4')]) :   could not find function 'cronbach'
doi:10.7910/DVN/WHUEZA	sosci_import_computational_journalism_2015-01-29.r	success
doi:10.7910/DVN/F0GMX1	gen_auth.R	success
doi:10.7910/DVN/F0GMX1	indian_vignette_replication.R	Error : 'data/co_exp.csv' does not exist in current working directory ('/usr/workdir').
doi:10.7910/DVN/F0GMX1	main_replication.R	Error in warning(gettextf('installation of package %s had non-zero exit status',  :   reached elapsed time limit
doi:10.7910/DVN/F0GMX1	simulation_replication.R	Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'figures/figure_1.pdf'
doi:10.7910/DVN/GLFP8L	Schneider_2018_two_step_replication.R	Error in superSubset(data = HAS, conditions = c('MC', 'GP', 'PI', 'MS'),  :   could not find function 'superSubset'
doi:10.7910/DVN/QTBTB1	Mediation_shortfall_replication_revised.R	success
doi:10.7910/DVN/FMX62W	eba_bsc_A.R	Error in read.csv.raw(paste(dir.path, 'FailedCoupsEBA_0_0.csv', sep = '')) :   could not find function 'read.csv.raw'
doi:10.7910/DVN/FMX62W	eba_bsc_B.R	Error in file(con, 'rb') : cannot open the connection
doi:10.7910/DVN/FMX62W	eba_pth_A.R	Error in file(con, 'rb') : cannot open the connection
doi:10.7910/DVN/FMX62W	eba_pth_B.R	Error in file(con, 'rb') : cannot open the connection
doi:10.7910/DVN/FMX62W	rAnalysis.r	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FMX62W	rAnalysisAppendix.r	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/UEFVV5	Create_Figures.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/V7HWP4	replication.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/OWGEAR	analysis_replication_code.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/YFQE9W	epperly_etal_lynching_perspectives_appendix_replication_file.R	time limit exceeded
doi:10.7910/DVN/YFQE9W	epperly_etal_lynching_perspectives_replication_file.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/6PQOPQ	unknown	time limit exceeded
doi:10.7910/DVN/FTFJTV	unknown	time limit exceeded
doi:10.7910/DVN/45GXK5	multi_figs_rep.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/45GXK5	multi_gof_rep.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/45GXK5	multi_me_rep.R	Error in library(MultilayerExtraction, quietly = TRUE) :   there is no package called 'MultilayerExtraction'
doi:10.7910/DVN/45GXK5	multi_pc_data_prep_rep.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/45GXK5	multi_strong_data_manipulation_rep.R	Error in read_csv('data/raw/wti/7scien_wti.csv') :   could not find function 'read_csv'
doi:10.7910/DVN/45GXK5	multi_tergms_rep.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/45GXK5	multi_weak_data_manipulation_rep.R	Error in loadNamespace(name) : there is no package called 'devtools'
doi:10.7910/DVN/14RSGX	Appendix_PanelReg_Plotting.R	Error: unexpected '^' in \**\""
doi:10.7910/DVN/14RSGX	Figures1.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/14RSGX	unknown	time limit exceeded
doi:10.7910/DVN/YT45AO	bound_fn.R	success
doi:10.7910/DVN/YT45AO	bound_main.R	success
doi:10.7910/DVN/RXWV0T	matchedcat_II.R	Error in read.dta('/Users/mihwa/Google drive/Matching_optional protocol/matchcat.dta') :   could not find function 'read.dta'
doi:10.7910/DVN/RXWV0T	matchedcedaw_II.R	Error in read.dta('/Users/mihwa/Google drive/Matching_optional protocol/matchcedaw.dta') :   could not find function 'read.dta'
doi:10.7910/DVN/RXWV0T	matchediccpr_II.R	Error in read.dta('/Users/mihwa/Google drive/Matching_optional protocol/matchiccpr.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/RXWV0T	matchedicerd_II.R	Error in read.dta('/Users/mihwa/Google drive/Matching_optional protocol/matchicerd.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/RBECVN	essay1_code.R	success
doi:10.7910/DVN/RBECVN	essay2_code.R	not authorized
doi:10.7910/DVN/SYCAOH	replication_Rscript.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/ITYDK1	executives.r	Error in if (executives[i, 'end'] == format(Sys.time(), '%Y-%m-%d')) (executives[i,  :   missing value where TRUE/FALSE needed
doi:10.7910/DVN/9IYGIX	Pov_Viol_Figures.R	Error in read.dta('FLMS_2015_prepped.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/BXBJFW	ReplicationCodeJOP.R	Error in prepDocuments(processed$documents, processed$vocab, processed$meta) :   could not find function 'prepDocuments'
doi:10.7910/DVN/LBMRFX	1_toyexample.R	Error in pdf('./graphs/toy1.pdf') : cannot open file './graphs/toy1.pdf'
doi:10.7910/DVN/LBMRFX	2_stats.R	Error in readShapePoly('maps/hyd2_4p.shp') :   could not find function 'readShapePoly'
doi:10.7910/DVN/LBMRFX	3_pca.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LBMRFX	4_cfa_search.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LBMRFX	5_cfa.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LBMRFX	6_cfa_ind.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LBMRFX	7_cfa_prov.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LBMRFX	8_abs_cfa.R	Error in read.dta('data/abs_short.dta', convert.factors = FALSE) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/AIPWNU	unknown	time limit exceeded
doi:10.7910/DVN/OCI9KN	2_Replication_Code.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/OCI9KN	Data_Prepare.R	Error in read.ods('Data/DiffPunishData.ods', 1) :   could not find function 'read.ods'
doi:10.7910/DVN/CMQYMO	KARLA-GODOY-AD-UFPE-2019.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/AUTKAV	tax_analysis_clean.R	Error in stargazer(reg_h, reg_i, reg_h_, reg_i_, keep = c('type'), add.lines = list(c('Region fixed effects',  :   could not find function 'stargazer'
doi:10.7910/DVN/XJQALC	replicationAJPS.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/MNK26U	unknown	time limit exceeded
doi:10.7910/DVN/86YEER	Model_specifications.R	time limit exceeded
doi:10.7910/DVN/86YEER	Preliminary_Analysis.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/AIF4PI	DollarsBoot.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/AIF4PI	DollarsRep.R	Error in CBPS(nfe.pscore.form, data = x, twostep = TRUE, method = 'exact') :   could not find function 'CBPS'
doi:10.7910/DVN/YQNLWF	balFun.R	success
doi:10.7910/DVN/YQNLWF	figure_1.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/YQNLWF	figure_2.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/YQNLWF	figure_3.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/YQNLWF	unknown	time limit exceeded
doi:10.7910/DVN/4SRS4X	01_est_sim-1.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/4SRS4X	02_est_models-1.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/4SRS4X	02_post_est_stan-1.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/4SRS4X	03_est_models_rozenas-1.R	Error in rstan_options(auto_write = TRUE) :   could not find function 'rstan_options'
doi:10.7910/DVN/4SRS4X	03_post_est_models_rozenas-1.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/4SRS4X	04_Merge_est_covariates-1.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/4SRS4X	05_create_figures-1.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/4SRS4X	06_comp_covariates-1.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/4SRS4X	99_est_stan-1.R	success
doi:10.7910/DVN/4SRS4X	99_est_stan_rozenas-1.R	success
doi:10.7910/DVN/4SRS4X	99_est_stan_simdat-1.R	success
doi:10.7910/DVN/4SRS4X	99_graphs-1.R	success
doi:10.7910/DVN/GTFAQW	pedro-fonseca-ad-ufpe-2019.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/S9MIJU	figure1.R	success
doi:10.7910/DVN/S9MIJU	south matching.R	Error in GenMatch(Tr = covered_new2, X = X.group1.all, BalanceMatrix = BalanceMat.group1.all,  :   could not find function 'GenMatch'
