,doi,publicationDate,publisher,subject,type,name
678,doi:10.7910/DVN/G3BKWG,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
679,doi:10.7910/DVN/1WDJVC,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
680,doi:10.7910/DVN/FYXNIM,2020,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
681,doi:10.7910/DVN/2BBRQ6,2019,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
682,doi:10.7910/DVN/K8MWBX,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
683,doi:10.7910/DVN/W9FU5T,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
684,doi:10.7910/DVN/PPW3SI,2017,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
685,doi:10.7910/DVN/1VDZE9,2019,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
686,doi:10.7910/DVN/GJTFKQ,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
687,doi:10.7910/DVN/K2QBK6,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
688,doi:10.7910/DVN/IYAX3D,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
689,doi:10.7910/DVN/XHDOZU,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
690,doi:10.7910/DVN/ZAZAD6,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
691,doi:10.7910/DVN/HREANC,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
692,doi:10.7910/DVN/KY3WAE,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
693,doi:10.7910/DVN/TDSJHE,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
694,doi:10.7910/DVN/96DG2V,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
695,doi:10.7910/DVN/X7NKSL,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
696,doi:10.7910/DVN/M2U0KV,2020,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
697,doi:10.7910/DVN/ZJG8EQ,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
698,doi:10.7910/DVN/SWTEAN,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
699,doi:10.7910/DVN/W3VOOP,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
700,doi:10.7910/DVN/LJIO0F,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
701,doi:10.7910/DVN/A8WOCU,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
702,doi:10.7910/DVN/3IC00L,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
703,doi:10.7910/DVN/4QCWML,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
704,doi:10.7910/DVN/GOYSFK,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
705,doi:10.7910/DVN/JQEAG2,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
706,doi:10.7910/DVN/3WGSR0,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
707,doi:10.7910/DVN/AZHTBT,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
708,doi:10.7910/DVN/KXMJMZ,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
709,doi:10.7910/DVN/LVYOKM,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
710,doi:10.7910/DVN/C3OKEJ,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
711,doi:10.7910/DVN/I2CZQY,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
712,doi:10.7910/DVN/ZEVYO1,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
713,doi:10.7910/DVN/DDIWGS,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
714,doi:10.7910/DVN/BONQSQ,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
715,doi:10.7910/DVN/2BF2HB,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
716,doi:10.7910/DVN/BE99YA,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
717,doi:10.7910/DVN/7WIRJ7,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
718,doi:10.7910/DVN/VKLZ2V,2016,researchandpolitics,Law;Social Sciences,JOURNALS,Research & Politics Dataverse
719,doi:10.7910/DVN/8YWCF9,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
720,doi:10.7910/DVN/UQOMMF,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
721,doi:10.7910/DVN/DDWWJW,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
722,doi:10.7910/DVN/IX6PBW,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
723,doi:10.7910/DVN/3HDSM8,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
724,doi:10.7910/DVN/CC2AU2,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
725,doi:10.7910/DVN/LKFOMW,2019,researchandpolitics,Earth and Environmental Sciences;Social Sciences,JOURNALS,Research & Politics Dataverse
726,doi:10.7910/DVN/X5FLRX,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
727,doi:10.7910/DVN/22O4DB,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
728,doi:10.7910/DVN/UJE5AS,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
729,doi:10.7910/DVN/UODSVV,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
730,doi:10.7910/DVN/QTBTB1,2020,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
731,doi:10.7910/DVN/WQRZHS,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
732,doi:10.7910/DVN/Z02C8Y,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
733,doi:10.7910/DVN/GJIBCB,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
734,doi:10.7910/DVN/ATHARK,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
735,doi:10.7910/DVN/FAGL6V,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
736,doi:10.7910/DVN/SIPXCZ,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
737,doi:10.7910/DVN/5TZWT2,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
738,doi:10.7910/DVN/EAXEET,2019,txtlab,Arts and Humanities,LABORATORY,txtLAB
739,doi:10.7910/DVN/NGGAQ5,2019,txtlab,Arts and Humanities,LABORATORY,txtLAB
740,doi:10.7910/DVN/KERZQY,2018,txtlab,Arts and Humanities;Computer and Information Science,LABORATORY,txtLAB
741,doi:10.7910/DVN/UN54HD,2015,wmoore,Social Sciences,RESEARCHERS,Will H. Moore Dataverse
742,doi:10.7910/DVN/MX5NIV,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
743,doi:10.7910/DVN/WAQNXD,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
744,doi:10.7910/DVN/OEM7DW,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
745,doi:10.7910/DVN/9HKISQ,2019,BJPolS,Law;Social Sciences,JOURNALS,British Journal of Political Science Dataverse
746,doi:10.7910/DVN/AUX9W1,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
747,doi:10.7910/DVN/MPQGZP,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
748,doi:10.7910/DVN/GYMPE7,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
749,doi:10.7910/DVN/PSWLYR,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
750,doi:10.7910/DVN/JVBAWN,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
751,doi:10.7910/DVN/1B1MXY,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
752,doi:10.7910/DVN/OTDDYP,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
753,doi:10.7910/DVN/OTEWG2,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
754,doi:10.7910/DVN/C1XYRJ,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
755,doi:10.7910/DVN/OQ64S8,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
756,doi:10.7910/DVN/W9VWAJ,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
757,doi:10.7910/DVN/IJNZWK,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
758,doi:10.7910/DVN/BX8N8S,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
759,doi:10.7910/DVN/YRGXYU,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
760,doi:10.7910/DVN/BKI1X3,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
761,doi:10.7910/DVN/4C1KJT,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
762,doi:10.7910/DVN/XERE2A,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
763,doi:10.7910/DVN/QMBTPP,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
764,doi:10.7910/DVN/U1JEC0,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
765,doi:10.7910/DVN/D5CQA7,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
766,doi:10.7910/DVN/KYSD5S,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
767,doi:10.7910/DVN/2HXTR8,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
768,doi:10.7910/DVN/SMBFOZ,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
769,doi:10.7910/DVN/NN9KZT,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
770,doi:10.7910/DVN/UWMHET,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
771,doi:10.7910/DVN/UPMOHW,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
772,doi:10.7910/DVN/WRVUOT,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
773,doi:10.7910/DVN/8FK7PC,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
774,doi:10.7910/DVN/JYCAKM,2015,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
775,doi:10.7910/DVN/K1TVXL,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
776,doi:10.7910/DVN/EJWXAO,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
777,doi:10.7910/DVN/J0G6K3,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
778,doi:10.7910/DVN/ELT9VD,2017,BJPolS,Engineering;Mathematical Sciences;Medicine; Health and Life Sciences;Social Sciences,JOURNALS,British Journal of Political Science Dataverse
779,doi:10.7910/DVN/H6RZA7,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
780,doi:10.7910/DVN/T24N31,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
781,doi:10.7910/DVN/CMKMGF,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
782,doi:10.7910/DVN/XVPHO1,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
783,doi:10.7910/DVN/KTGFRE,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
784,doi:10.7910/DVN/UMKD0K,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
785,doi:10.7910/DVN/XDDN2Y,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
786,doi:10.7910/DVN/N5EGWL,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
787,doi:10.7910/DVN/VVDOUK,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
788,doi:10.7910/DVN/4S2NIW,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
789,doi:10.7910/DVN/WMRQ16,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
790,doi:10.7910/DVN/USKUR2,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
791,doi:10.7910/DVN/OVLKN9,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
792,doi:10.7910/DVN/BGHLAX,2016,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
793,doi:10.7910/DVN/0BFF0K,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
794,doi:10.7910/DVN/ORDLXK,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
795,doi:10.7910/DVN/KWM3CY,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
796,doi:10.7910/DVN/JZZWER,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
797,doi:10.7910/DVN/OXIOI9,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
798,doi:10.7910/DVN/HG0YSS,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
799,doi:10.7910/DVN/KMMN1B,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
800,doi:10.7910/DVN/TKTN5J,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
801,doi:10.7910/DVN/XQTCHB,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
802,doi:10.7910/DVN/9GFJEA,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
803,doi:10.7910/DVN/9JLCSY,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
804,doi:10.7910/DVN/V7TQOZ,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
805,doi:10.7910/DVN/2XSNPC,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
806,doi:10.7910/DVN/ZIWLCJ,2016,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
807,doi:10.7910/DVN/BB6IFG,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
808,doi:10.7910/DVN/MNQ1IU,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
809,doi:10.7910/DVN/IEX6BE,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
810,doi:10.7910/DVN/OSSY4B,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
811,doi:10.7910/DVN/J7WNTM,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
812,doi:10.7910/DVN/MUYFH1,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
813,doi:10.7910/DVN/3RF1X0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
814,doi:10.7910/DVN/NEAG2L,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
815,doi:10.7910/DVN/THXYMC,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
816,doi:10.7910/DVN/FAB3FE,2016,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
817,doi:10.7910/DVN/U8NMJZ,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
818,doi:10.7910/DVN/IUG9LC,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
819,doi:10.7910/DVN/GOGH2L,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
820,doi:10.7910/DVN/3YCVOF,2016,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
821,doi:10.7910/DVN/X1TGCJ,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
822,doi:10.7910/DVN/L2OZPI,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
823,doi:10.7910/DVN/MRBUP1,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
824,doi:10.7910/DVN/A48JP7,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
825,doi:10.7910/DVN/S17DDJ,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
826,doi:10.7910/DVN/C4QGBT,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
827,doi:10.7910/DVN/PDPQFB,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
828,doi:10.7910/DVN/O4BMLG,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
829,doi:10.7910/DVN/VSVMY7,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
830,doi:10.7910/DVN/9RTI0V,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
831,doi:10.7910/DVN/3RA7YG,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
832,doi:10.7910/DVN/Q92PMT,2016,jop,Law;Social Sciences,JOURNALS,The Journal of Politics Dataverse
833,doi:10.7910/DVN/CF44OW,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
834,doi:10.7910/DVN/GBZZXL,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
835,doi:10.7910/DVN/SR0NMB,2016,jop,Law;Social Sciences,JOURNALS,The Journal of Politics Dataverse
836,doi:10.7910/DVN/CMCZBR,2020,jop,Law;Social Sciences,JOURNALS,The Journal of Politics Dataverse
837,doi:10.7910/DVN/OFK4L6,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
